IR0_cam,IR1_cam,IR2_cam,IR3_cam,IR0_meas,IR1_meas,IR2_meas,IR3_meas
0.47,14.77,15.11,6.75,541.0,246.0,283.0,973.0
0.47,14.77,15.11,6.75,542.0,247.0,283.0,973.0
0.45,15.82,15.02,6.69,542.0,246.0,283.0,973.0
0.47,14.77,15.11,6.75,542.0,246.0,282.5,973.0
0.47,14.77,15.11,6.75,542.0,246.0,282.0,973.0
0.44,16.09,15.0,6.68,542.0,246.0,282.0,973.0
0.5,13.96,15.19,6.79,542.0,247.0,282.0,973.0
0.47,14.77,15.11,6.75,542.0,246.0,282.5,973.0
0.62,11.12,15.59,7.03,542.0,246.0,283.0,973.0
0.66,10.41,15.73,7.12,494.5,241.0,354.0,972.5
0.66,10.41,15.73,7.12,495.0,241.0,354.0,972.0
0.7,9.76,15.88,7.21,491.0,241.0,360.5,972.0
0.62,11.12,15.59,7.03,491.0,241.0,361.0,972.0
0.66,10.41,15.73,7.12,491.0,241.0,361.0,972.0
0.61,11.17,15.58,7.03,491.0,241.0,362.0,972.0
0.75,9.14,16.04,7.3,491.0,241.0,363.0,972.0
0.66,10.41,15.73,7.12,490.5,240.5,365.0,972.0
0.62,11.12,15.59,7.03,491.0,240.0,365.0,972.0
0.66,10.43,15.72,7.11,490.5,240.0,365.0,972.0
0.62,11.12,15.59,7.03,500.0,254.0,279.5,963.0
0.62,11.07,15.6,7.04,500.0,254.0,279.0,963.0
0.28,22.56,14.45,6.35,617.0,261.0,285.0,972.0
0.28,22.56,14.45,6.35,617.0,262.0,285.0,972.0
0.26,22.47,14.39,6.32,617.0,262.0,285.0,972.0
0.25,22.43,14.36,6.3,640.0,284.0,282.0,965.0
0.28,22.56,14.45,6.35,640.0,284.0,282.0,965.0
2.24,22.33,12.28,6.25,640.0,284.0,282.0,965.0
4.26,22.36,10.29,6.27,711.0,361.0,277.0,942.0
1.77,4.03,19.44,9.35,711.0,361.0,277.0,942.0
3.17,2.27,24.1,9.15,234.0,195.0,953.0,675.5
3.54,2.03,25.34,9.77,234.0,195.0,953.0,676.0
3.54,2.03,25.34,9.77,233.0,195.0,953.0,673.0
3.71,1.94,25.89,10.04,233.0,195.0,953.0,672.0
3.47,2.07,25.1,9.65,233.0,195.0,953.0,672.5
3.78,1.9,26.14,10.17,233.0,195.0,953.0,672.0
3.78,1.9,26.14,10.17,233.0,195.0,953.0,672.0
3.63,1.98,25.63,9.91,233.0,196.0,953.0,672.0
4.63,1.54,28.96,11.58,234.0,197.0,954.0,684.5
4.04,1.77,27.01,10.6,234.0,197.0,954.0,685.0
4.97,1.43,30.09,12.15,238.0,197.0,955.0,701.0
5.04,1.41,30.23,12.26,237.0,197.0,955.0,701.0
4.7,1.51,29.21,11.71,237.0,197.0,955.0,701.0
4.12,1.74,27.25,14.03,238.0,198.0,956.0,701.0
4.63,1.54,28.43,15.06,250.0,197.0,949.0,607.0
4.32,1.65,27.94,14.44,250.0,197.0,949.0,607.0
1.2,5.83,17.55,5.87,250.0,197.0,949.0,607.0
1.13,6.19,17.3,5.75,454.0,216.0,680.0,967.0
1.2,5.83,17.55,5.87,454.0,216.0,680.0,967.0
1.19,5.91,17.49,5.84,455.0,216.0,680.0,967.0
1.2,5.83,17.55,5.87,454.0,216.0,680.0,967.0
1.2,5.83,17.55,5.87,454.0,216.0,680.0,967.0
1.2,5.83,17.55,5.87,456.0,217.0,674.5,967.0
1.2,5.83,17.55,5.87,456.0,217.0,674.0,967.0
1.09,6.4,17.17,5.68,438.0,224.0,510.0,957.0
1.07,6.49,17.12,7.95,438.0,224.0,510.0,956.0
3.37,10.59,14.82,7.95,439.0,261.0,297.0,728.0
3.37,10.59,14.82,7.95,439.0,261.0,297.0,728.0
5.33,0.88,27.59,16.46,439.0,261.0,297.0,728.0
5.46,0.96,27.99,15.93,263.0,205.0,957.0,819.0
5.01,0.69,26.63,15.82,263.0,205.0,957.0,819.0
5.01,0.69,26.63,15.82,263.0,209.5,959.0,902.0
5.01,0.69,26.63,15.82,263.0,209.0,958.0,901.0
5.01,0.69,26.63,15.82,263.0,209.0,958.5,901.0
5.22,0.81,27.26,16.24,263.0,209.0,958.0,901.0
5.33,0.88,27.59,16.46,262.0,205.0,957.0,864.0
5.46,0.96,27.99,15.93,262.0,205.0,957.5,864.5
5.01,0.69,26.63,15.82,263.0,206.0,958.0,865.0
4.83,0.58,26.09,15.46,262.0,210.0,959.0,940.0
5.01,0.69,26.63,15.82,262.0,210.0,959.0,940.0
7.17,0.69,24.46,15.82,273.5,211.0,956.0,758.5
4.7,1.51,29.21,11.71,274.0,211.0,956.0,758.0
4.63,1.54,28.96,11.58,242.0,197.0,953.0,723.0
4.63,1.54,28.96,11.58,242.0,197.0,953.0,723.0
8.21,3.95,25.71,15.21,265.0,198.0,946.0,603.0
4.31,0.27,24.54,14.43,265.0,198.0,946.0,603.0
4.21,0.2,24.22,14.22,278.0,209.0,962.0,956.0
4.21,0.21,24.24,14.23,278.0,209.0,962.0,956.0
4.22,0.21,24.26,14.24,278.0,209.0,962.0,956.0
4.22,0.21,24.27,14.25,289.0,214.0,961.0,878.0
6.24,0.22,22.29,14.27,289.0,214.0,961.0,878.0
8.23,2.21,20.25,12.23,313.0,225.0,958.0,582.0
8.25,0.22,20.29,14.27,313.0,225.0,958.0,582.0
6.22,0.21,22.25,14.24,300.0,219.0,960.0,716.0
4.54,0.41,17.72,14.88,300.0,219.0,960.0,716.0
13.03,0.53,2.64,30.07,172.0,954.0,962.0,377.0
13.06,0.49,2.58,29.82,172.0,954.0,962.0,377.0
13.07,0.49,2.59,29.84,172.0,953.0,962.0,384.0
11.89,0.58,2.7,30.34,171.0,953.0,962.0,384.0
11.89,0.58,2.7,30.34,171.0,949.0,962.0,388.0
10.89,0.63,2.77,30.64,171.0,949.5,962.0,388.0
11.89,0.58,2.7,30.34,171.0,950.0,962.0,388.0
13.03,0.53,2.64,30.07,171.0,951.0,963.0,390.0
13.06,0.49,2.58,29.82,171.0,951.0,963.0,390.0
13.04,0.48,2.58,29.8,171.0,951.5,963.0,390.0
13.04,0.48,2.58,29.8,171.0,952.0,963.0,390.0
12.92,0.44,2.52,29.56,171.0,952.0,963.0,390.0
12.71,0.37,2.43,29.16,171.0,953.0,964.0,390.0
12.71,0.37,2.43,29.16,171.0,953.0,964.0,390.0
13.06,0.49,2.58,29.82,171.0,953.0,964.0,390.0
13.04,0.48,2.58,29.8,170.0,941.0,963.0,411.0
13.04,0.48,2.58,29.8,170.0,941.0,963.0,411.0
13.12,0.53,2.64,30.05,170.0,941.0,963.0,411.0
14.33,0.49,0.49,29.82,170.0,941.0,963.0,411.0
15.0,2.52,0.44,27.48,177.0,964.0,959.0,328.0
11.43,0.66,4.97,21.11,177.0,964.0,959.0,328.0
19.03,8.39,3.89,8.73,434.0,955.0,690.0,198.0
16.01,8.57,3.78,10.97,377.5,920.0,745.5,204.0
16.01,8.57,3.78,10.97,377.0,920.0,746.0,204.0
22.69,4.37,6.41,10.48,377.0,920.0,746.0,204.0
16.68,8.43,8.25,13.87,313.0,495.0,398.0,272.0
8.73,19.11,6.65,10.81,313.0,496.0,398.0,272.0
7.04,10.13,14.75,17.32,238.5,229.0,348.0,477.0
7.04,10.13,14.75,17.32,239.0,229.0,348.0,477.0
7.04,10.13,14.75,17.32,218.0,209.0,780.0,890.0
7.04,10.13,14.75,17.32,218.0,209.0,781.0,890.0
1.75,4.09,19.36,24.39,179.0,252.0,946.0,958.0
7.15,9.93,14.92,19.38,180.0,262.0,592.0,528.0
6.67,10.93,14.16,20.97,180.0,262.0,592.0,528.0
9.29,11.81,11.81,17.28,190.0,282.0,465.0,356.0
9.29,11.81,11.81,17.28,190.0,281.0,465.0,357.0
19.03,4.55,10.75,10.75,190.0,281.0,465.0,357.0
15.73,2.81,15.73,13.58,245.0,314.0,952.0,247.0
15.88,2.87,14.95,13.71,245.0,314.0,952.0,247.0
13.71,2.87,14.95,13.71,248.0,307.0,950.0,269.0
11.49,11.49,5.01,20.14,248.0,307.0,950.0,269.0
6.64,8.72,8.72,21.16,207.0,506.0,594.0,516.0
6.7,8.79,8.79,21.29,207.0,506.0,594.0,516.0
8.79,8.79,6.7,21.29,207.0,506.0,594.0,516.0
8.66,8.66,6.6,21.06,211.0,632.0,598.5,446.0
7.05,9.19,9.19,22.05,211.0,632.0,599.0,445.0
5.11,11.65,26.93,5.11,599.0,203.0,460.0,669.0
5.11,13.84,26.94,2.93,606.5,203.0,465.0,792.0
2.99,13.52,29.36,2.99,614.0,204.0,470.0,912.0
0.28,28.65,14.46,0.28,973.0,249.0,291.0,979.0
0.28,28.65,14.46,0.28,973.0,249.0,291.0,979.0
0.26,28.55,14.41,0.26,973.0,249.0,291.0,979.0
0.28,28.65,14.46,0.28,973.0,249.0,291.0,979.0
0.28,28.65,14.46,0.28,973.0,249.0,291.0,979.0
0.28,28.65,14.46,0.28,973.0,248.5,290.0,979.0
0.25,28.46,14.35,0.25,973.0,248.0,290.0,979.0
0.27,28.59,14.43,0.27,973.0,248.0,290.0,979.0
2.26,28.46,12.34,0.25,973.0,248.0,290.0,979.0
2.26,28.46,12.34,0.25,976.0,253.0,280.0,967.0
0.88,7.82,16.48,0.88,976.0,253.0,280.0,967.0
1.79,3.99,19.51,4.32,953.0,242.0,614.0,963.0
1.79,3.99,19.51,4.32,820.0,227.0,941.0,964.0
1.62,4.39,18.94,4.1,856.0,227.5,941.5,965.0
1.62,4.39,18.94,1.62,892.0,228.0,943.0,967.0
1.56,4.56,18.73,1.56,891.0,228.0,942.0,967.0
1.53,4.66,18.62,1.53,940.0,230.0,938.0,968.0
1.62,4.39,18.94,1.62,940.0,230.0,938.0,968.0
1.38,5.13,18.13,3.77,940.0,230.0,938.0,968.0
1.53,4.66,18.62,3.97,855.0,234.5,732.0,958.0
0.55,12.54,15.36,0.55,855.0,235.0,732.0,958.0
0.59,11.71,15.49,0.59,965.0,261.5,432.0,976.0
0.54,12.66,15.35,0.54,965.0,261.0,432.0,976.0
0.59,11.71,15.49,0.59,965.0,261.0,431.5,976.0
0.59,11.71,15.49,0.59,965.0,261.0,431.0,976.0
0.55,12.54,15.36,0.55,965.0,261.0,432.0,976.0
0.62,11.03,15.61,0.62,965.0,261.0,432.0,976.0
0.55,12.54,15.36,0.55,965.0,261.0,432.0,976.0
0.55,12.54,15.36,0.55,965.0,261.0,439.5,976.0
0.55,12.54,15.36,2.67,965.0,261.0,439.0,976.0
2.58,21.09,13.05,2.58,965.0,300.0,298.0,957.0
2.67,18.65,13.25,2.67,965.0,300.0,298.0,957.0
2.58,21.09,13.05,2.58,965.5,278.0,326.0,966.0
0.43,16.58,14.96,2.5,966.0,278.0,326.0,966.0
0.52,13.34,15.26,0.52,966.0,266.0,375.0,978.0
0.46,15.29,15.06,2.54,966.0,266.0,375.0,978.0
0.45,15.55,15.04,0.45,966.0,266.0,375.0,978.0
0.43,16.58,14.96,2.5,966.0,269.0,364.0,978.0
0.43,16.58,14.96,2.5,966.0,269.0,363.0,978.0
0.43,16.58,14.96,2.5,966.0,269.0,361.0,978.0
0.43,16.58,14.96,2.5,966.0,269.0,361.0,978.0
0.48,14.36,15.15,0.48,966.0,269.0,362.0,978.0
2.49,24.49,12.86,0.42,966.0,269.0,362.0,978.0
2.43,28.45,12.71,0.37,967.0,310.0,285.0,958.0
2.46,26.06,12.8,0.4,967.0,310.0,285.0,958.0
2.43,28.45,12.71,0.37,967.0,285.0,295.0,967.0
1.32,5.35,17.93,1.32,967.0,285.0,295.0,967.0
1.26,5.57,17.74,1.26,952.0,236.0,858.0,969.0
3.49,9.94,15.1,3.49,944.0,243.0,605.0,961.0
3.59,9.49,15.32,3.59,944.0,243.0,606.0,961.0
3.42,10.29,14.94,3.42,925.0,257.0,455.0,948.0
0.35,21.34,14.71,2.4,925.0,256.0,455.0,947.0
0.22,26.29,14.26,2.22,966.0,253.0,294.0,979.0
0.21,26.25,14.23,2.21,966.0,253.0,294.0,979.0
0.22,26.29,14.26,2.22,966.0,253.0,294.0,979.0
0.22,26.29,14.26,2.22,966.0,253.0,294.0,979.0
0.21,26.25,14.23,2.21,966.0,253.0,294.0,979.0
0.35,21.34,14.71,2.4,966.0,253.0,294.0,979.0
0.38,19.35,14.79,2.44,963.5,274.0,326.0,979.0
0.38,19.35,14.79,2.44,963.0,274.0,326.0,979.0
0.38,19.35,14.79,2.44,963.0,274.0,326.0,979.0
0.38,19.35,14.79,2.44,963.0,274.0,326.0,978.0
0.35,21.34,14.71,2.4,963.5,275.0,325.0,979.0
0.35,21.34,14.71,2.4,963.0,275.0,325.0,979.0
0.36,20.75,14.73,2.41,963.5,275.0,325.0,979.0
0.35,21.34,14.71,2.4,963.5,275.0,325.0,979.0
0.38,19.35,14.79,2.44,963.5,275.0,325.0,979.0
0.35,21.34,14.71,2.4,964.0,275.0,325.0,979.0
0.35,21.34,14.71,2.4,963.5,275.0,325.5,979.0
0.38,19.35,14.79,2.44,964.0,275.0,326.0,979.0
0.35,21.34,14.71,2.4,963.0,275.0,326.0,979.0
0.35,21.34,14.71,2.4,963.0,275.0,326.0,979.0
2.4,27.01,12.66,2.4,963.0,275.0,326.0,979.0
2.37,26.88,12.58,2.37,966.0,309.0,287.0,960.0
1.86,3.86,19.72,4.41,966.0,309.0,287.0,960.0
1.97,3.64,20.1,4.56,730.0,228.0,943.0,961.0
1.97,3.64,20.1,4.56,730.0,228.0,943.0,961.0
1.79,3.99,19.51,4.32,731.0,228.0,943.0,961.0
4.41,7.08,17.17,4.41,645.0,232.0,814.0,954.0
1.91,3.76,19.89,4.48,816.0,229.0,943.0,964.0
1.97,3.64,20.1,4.56,816.0,229.0,943.0,964.0
1.79,3.99,19.51,1.79,816.0,229.0,943.0,964.0
1.79,3.99,19.51,1.79,876.0,230.0,944.0,967.0
1.68,4.24,19.15,1.68,876.0,230.0,944.0,967.0
1.62,4.39,18.94,1.62,919.0,232.0,941.0,967.0
1.68,4.24,19.15,1.68,919.0,231.0,941.0,967.0
1.68,4.24,19.15,1.68,919.0,231.0,941.0,967.0
3.85,8.51,15.91,3.85,830.5,237.5,755.5,952.5
3.85,8.51,15.91,3.85,742.0,244.0,570.5,938.0
6.31,11.93,13.58,3.89,721.0,258.0,442.0,814.0
6.17,12.41,13.35,3.77,721.0,258.0,442.0,814.0
1.3,5.43,17.86,3.66,721.0,258.0,442.0,814.0
1.3,5.43,17.86,3.66,948.0,238.0,805.0,968.0
3.49,9.94,15.1,3.49,948.0,238.0,805.0,968.0
3.49,9.94,15.1,3.49,878.0,265.0,415.0,906.0
0.25,26.45,14.35,2.26,878.0,265.0,415.0,906.0
0.26,26.51,14.39,2.28,964.0,317.5,293.0,976.0
0.26,26.51,14.39,2.28,964.0,317.0,293.0,976.0
0.26,26.51,14.39,2.28,964.0,317.0,293.0,976.0
2.34,26.74,12.51,2.34,967.0,349.0,288.0,967.0
0.44,27.46,14.99,2.51,967.0,349.0,288.0,967.0
2.07,25.1,6.56,3.47,959.0,305.5,298.0,962.0
2.07,25.1,6.56,3.47,959.0,305.0,298.0,962.0
2.12,24.84,6.46,3.39,959.0,305.0,298.0,962.0
2.07,25.1,6.56,3.47,959.0,305.0,298.0,962.0
2.07,25.1,6.56,3.47,959.0,305.0,298.0,962.0
1.98,25.63,6.77,3.63,959.0,305.0,298.0,962.0
1.34,31.05,8.94,3.73,951.0,290.0,294.0,968.0
1.13,28.87,14.15,5.76,951.0,290.0,294.0,968.0
1.24,31.76,9.48,3.59,951.0,290.0,294.0,968.0
1.15,31.24,10.08,3.46,959.0,304.0,292.0,963.0
1.24,31.76,9.48,3.59,959.0,304.0,292.0,963.0
3.7,27.59,5.33,1.32,963.0,324.0,291.0,958.0
3.57,28.8,5.73,1.23,963.0,324.0,292.0,958.0
11.03,15.61,4.9,0.62,966.0,696.5,363.0,391.5
10.36,15.74,4.97,0.66,966.0,695.5,363.0,393.0
10.36,15.74,2.82,0.66,965.0,897.5,362.5,399.0
8.69,16.17,2.99,0.79,965.0,897.0,363.0,399.0
12.54,15.36,2.67,0.55,967.0,874.0,376.0,338.0
12.54,15.36,2.67,0.55,967.0,874.0,375.0,338.0
13.34,15.26,4.73,0.52,967.0,874.0,375.0,338.0
12.54,15.36,4.78,0.55,966.0,790.0,373.0,346.0
11.71,15.49,4.84,0.59,966.0,790.0,372.5,346.0
3.32,20.75,10.13,2.17,966.0,790.0,373.0,346.0
1.34,27.54,16.31,5.25,666.0,273.0,302.0,966.0
1.23,26.99,17.26,5.73,666.0,274.0,302.0,966.0
1.34,29.92,12.62,5.25,728.0,283.0,299.0,962.0
5.04,18.22,8.61,1.41,728.0,283.0,299.0,962.0
5.04,18.22,8.61,1.41,962.0,304.0,315.5,904.0
5.35,17.93,8.44,1.32,962.0,304.0,315.5,904.0
5.35,17.93,8.44,1.32,962.0,304.0,315.5,904.0
2.92,21.75,13.49,2.47,758.0,256.0,306.0,960.0
2.84,21.99,13.65,2.54,758.0,256.0,306.0,960.0
2.92,21.75,10.73,2.47,646.0,268.5,305.0,952.5
2.92,21.75,10.73,2.47,646.0,268.0,305.0,952.0
2.74,22.32,13.88,2.63,757.0,256.0,306.0,960.0
2.74,22.32,13.88,2.63,757.0,256.0,306.0,960.0
2.84,21.99,13.65,2.54,756.0,256.0,306.0,960.0
2.07,25.1,15.83,3.47,756.0,256.0,306.0,960.0
2.27,24.1,15.13,3.17,621.0,259.0,307.0,962.0
2.12,24.84,15.65,3.39,621.0,259.0,307.0,962.0
2.12,24.84,15.65,3.39,562.0,259.0,307.0,963.0
2.12,24.84,15.65,3.39,562.0,259.0,307.0,963.0
1.8,26.75,16.99,3.97,562.0,259.0,307.0,963.0
1.94,25.89,16.38,3.71,533.0,259.5,307.0,964.0
1.68,26.61,17.65,4.25,533.0,260.0,307.0,964.0
1.8,26.75,16.99,3.97,533.0,259.0,307.0,964.0
1.8,26.75,16.99,3.97,533.0,259.0,307.0,964.0
1.8,26.75,16.99,3.97,522.0,260.0,307.0,964.0
1.8,26.75,16.99,3.97,522.0,260.0,307.0,964.0
1.8,26.75,16.99,3.97,521.0,260.0,307.0,964.0
1.8,26.75,16.99,3.97,522.0,260.0,307.0,964.0
1.8,26.75,16.99,3.97,522.0,260.0,307.0,964.0
1.8,26.75,16.99,3.97,522.0,260.0,307.0,964.0
1.8,26.75,16.99,3.97,522.0,260.0,307.0,964.0
1.8,26.75,13.73,3.97,522.0,260.0,307.0,964.0
4.22,24.12,10.82,6.72,679.5,288.5,303.0,953.0
0.31,22.7,14.56,6.41,679.0,289.0,303.0,953.0
0.2,22.21,14.21,6.2,619.0,305.0,318.0,976.0
0.2,22.21,14.21,6.2,619.0,305.0,318.0,976.0
0.2,22.2,14.2,6.2,613.0,304.0,319.0,976.0
0.2,22.2,14.2,6.2,613.0,304.0,319.0,976.0
0.2,22.2,14.2,6.2,613.0,304.0,319.0,976.0
0.2,22.2,14.2,6.2,613.5,304.5,319.0,976.0
0.2,22.2,14.2,6.2,614.0,305.0,319.0,976.0
0.2,22.2,14.2,6.2,614.0,305.0,319.0,976.0
0.2,22.2,14.2,6.2,614.0,304.0,319.0,976.0
0.2,22.21,14.21,6.2,614.0,304.0,319.5,976.0
0.2,22.2,14.2,6.2,614.0,305.0,319.0,976.0
0.2,22.21,14.21,6.2,614.0,305.0,319.0,976.0
0.2,22.2,14.2,6.2,614.0,305.0,320.0,976.0
0.2,22.2,14.2,6.2,614.0,304.5,320.0,976.0
0.2,22.2,14.2,6.2,614.0,305.0,320.0,976.0
2.2,22.21,12.21,6.2,658.5,322.0,313.0,967.0
0.2,22.21,14.21,6.2,619.0,303.0,319.0,976.0
0.2,22.2,14.2,6.2,619.0,303.0,319.0,976.0
0.2,22.21,14.21,6.2,619.0,303.0,319.0,976.0
0.2,22.21,14.21,6.2,603.0,303.0,321.0,976.0
0.21,22.24,14.23,6.22,603.0,303.0,321.0,976.0
0.2,22.21,14.21,6.2,602.0,303.0,321.0,976.0
0.2,22.21,14.21,6.2,602.0,303.0,321.0,976.0
0.2,22.22,14.21,6.21,602.0,302.5,321.0,976.0
0.2,22.22,14.21,6.21,602.0,303.0,321.0,976.0
0.2,22.22,14.21,6.21,602.0,303.0,321.0,976.0
0.21,22.24,14.23,6.22,602.0,303.0,321.0,976.0
0.21,22.24,14.23,6.22,602.0,303.0,321.0,976.0
0.2,22.22,14.21,6.21,602.0,303.0,321.0,976.0
0.21,22.23,14.22,6.21,602.0,303.0,321.0,976.0
0.21,22.24,14.23,6.22,602.0,303.0,321.0,976.0
0.2,22.21,14.21,6.2,602.0,303.0,321.0,976.0
0.2,22.22,14.21,6.21,602.0,303.0,321.0,976.0
2.2,22.21,12.21,6.2,647.0,324.0,314.0,967.0
0.2,22.21,14.21,6.2,647.0,324.0,314.0,967.0
0.2,22.2,14.2,6.2,607.0,302.0,321.0,976.0
0.2,22.22,14.21,6.21,607.0,302.0,321.0,976.0
0.2,22.2,14.2,6.2,607.0,302.0,321.0,976.0
0.2,22.21,14.21,6.2,607.0,302.0,321.0,976.0
0.21,22.24,14.23,6.22,607.0,302.0,321.0,976.0
0.25,22.42,14.35,6.29,565.0,291.0,325.0,976.0
0.25,22.42,14.35,6.29,565.0,292.0,325.0,976.0
2.24,22.32,12.28,6.25,640.0,351.0,310.0,960.0
2.22,22.28,12.25,6.23,640.0,352.0,310.0,961.0
4.23,22.28,10.24,6.23,677.0,389.0,307.0,951.0
4.21,22.23,10.22,6.21,677.0,389.0,307.0,951.0
6.2,22.2,8.2,6.2,775.0,501.0,307.0,706.0
6.2,22.2,8.2,6.2,775.0,501.0,307.0,706.0
5.01,0.69,26.63,15.82,319.0,230.5,961.0,956.0
4.62,0.45,25.45,15.03,319.0,231.0,961.0,957.0
2.2,0.2,26.21,14.21,319.0,231.0,961.0,957.0
2.25,0.24,26.41,14.33,271.0,253.0,965.0,961.0
2.26,0.25,26.45,14.35,271.0,253.0,965.0,961.0
2.27,0.25,26.48,14.38,271.0,253.0,965.0,961.0
0.29,0.29,28.73,14.51,271.0,253.0,965.0,961.0
0.29,0.29,28.7,14.5,319.0,229.5,968.5,969.0
0.32,0.32,28.87,14.59,319.0,230.0,968.0,969.0
0.32,0.32,28.87,14.59,323.5,229.0,967.0,970.0
2.39,0.34,26.97,14.68,323.0,229.0,967.0,970.0
2.36,0.32,26.85,14.61,330.0,229.0,962.0,965.0
2.43,0.37,27.13,14.78,330.0,229.0,962.0,965.0
4.49,2.43,25.07,12.72,327.0,230.0,959.0,952.0
4.44,2.39,24.92,12.63,332.0,229.0,961.0,963.0
2.43,0.37,27.13,14.78,332.0,229.0,961.0,963.0
0.58,0.58,11.79,15.48,332.0,230.0,961.0,963.0
0.62,0.62,11.07,15.6,237.0,476.0,963.0,974.0
0.62,0.62,11.07,15.6,237.5,476.0,963.0,974.0
0.62,0.62,11.07,15.6,237.0,476.0,963.0,974.0
0.66,0.66,10.39,15.73,233.0,506.0,963.0,963.0
0.66,0.66,10.39,15.73,233.0,506.0,963.0,963.0
0.66,0.66,10.39,15.73,235.0,489.0,962.5,974.0
0.66,0.66,10.39,15.73,235.0,489.0,963.0,974.0
0.66,0.66,10.39,15.73,237.0,476.0,963.0,974.0
0.66,0.66,10.39,15.73,237.0,476.0,963.0,974.0
0.66,0.66,10.39,15.73,236.5,476.0,963.0,974.0
2.87,0.7,9.76,15.88,232.0,514.0,962.0,962.0
2.87,0.7,9.76,15.88,232.0,515.0,963.0,962.0
0.66,0.66,10.39,15.73,234.0,494.0,962.0,974.0
0.66,0.66,10.39,15.73,234.0,494.0,962.0,974.0
0.66,0.66,10.39,15.73,234.0,494.0,962.0,974.0
0.66,0.66,10.39,15.73,234.0,494.0,962.0,974.0
0.62,0.62,11.03,15.61,234.0,494.0,962.0,974.0
0.66,0.66,10.39,15.73,236.0,479.0,962.5,974.0
0.66,0.66,10.39,15.73,236.0,479.0,962.0,974.0
0.66,0.66,10.39,15.73,236.0,479.0,962.0,974.0
0.66,0.66,10.39,15.73,235.0,489.0,962.0,974.0
0.66,0.66,10.39,15.73,235.0,489.0,962.0,974.0
2.81,0.66,10.39,15.73,235.0,489.0,962.0,974.0
2.87,0.7,9.76,15.88,226.0,572.0,962.0,956.0
2.87,0.7,9.76,15.88,226.0,571.0,962.0,956.0
2.93,0.75,9.19,16.02,224.0,583.0,962.0,954.0
2.99,0.8,8.65,16.18,224.0,583.0,962.0,954.0
3.06,0.84,8.18,16.34,223.0,577.5,962.0,955.0
3.06,0.84,8.18,16.34,223.0,577.0,962.0,955.0
0.75,0.75,9.19,16.02,223.0,577.0,962.0,955.0
0.75,0.75,9.19,16.02,229.0,531.0,962.0,973.0
2.93,0.75,9.19,16.02,225.0,578.0,962.0,960.0
2.87,0.7,9.76,15.88,225.0,578.0,962.0,960.0
1.26,1.26,5.57,17.74,208.0,787.0,959.0,961.0
1.26,1.26,5.57,17.74,209.0,779.0,959.0,961.0
1.01,1.01,6.89,16.89,212.0,725.5,959.5,964.5
1.0,1.0,6.96,16.86,215.0,672.0,960.0,969.0
1.13,1.13,6.19,17.3,213.5,691.0,960.0,968.5
1.06,1.06,6.57,17.07,212.0,711.0,960.0,968.0
1.06,1.06,6.57,17.07,212.0,710.0,960.0,968.0
1.13,1.13,6.19,17.3,212.0,711.0,960.0,968.0
1.13,1.13,6.19,17.3,212.0,741.0,960.0,957.0
1.13,1.13,6.19,17.3,212.0,741.0,960.0,957.0
1.41,1.41,5.04,18.22,212.0,741.0,960.0,957.0
1.28,1.28,5.48,17.82,206.0,825.0,959.0,958.0
3.73,1.35,5.25,18.02,208.0,817.0,960.0,946.0
3.62,1.26,5.57,17.74,208.0,817.0,960.0,945.0
0.29,0.29,28.72,14.5,247.0,279.0,964.0,977.0
0.29,0.29,28.72,14.5,247.0,279.0,964.0,977.0
0.28,0.28,28.65,14.46,247.0,279.0,964.0,977.0
0.28,0.28,28.65,14.46,247.0,279.0,964.0,977.0
0.28,0.28,28.65,14.46,247.0,279.0,964.0,977.0
0.26,0.26,28.55,14.41,247.0,278.0,964.0,977.0
0.28,0.28,28.65,14.46,247.0,278.0,964.0,977.0
0.29,0.29,28.72,14.5,246.0,278.0,964.0,977.0
0.25,0.25,28.5,14.38,246.0,278.0,964.0,977.0
0.29,0.29,28.72,14.5,246.5,278.0,964.0,977.0
0.26,0.26,28.55,14.41,247.0,279.0,964.5,977.0
0.26,0.26,28.55,14.41,260.0,268.0,964.0,968.0
0.25,0.25,28.5,14.38,243.0,271.0,964.0,976.0
0.26,0.26,28.55,14.41,243.0,272.0,964.0,976.0
2.28,0.26,26.53,14.41,243.0,272.0,964.0,976.0
2.28,0.26,26.53,14.41,265.0,273.0,963.0,961.0
0.38,0.38,29.22,14.8,265.0,273.0,963.0,961.0
0.41,0.41,29.4,14.91,325.0,226.0,965.0,976.0
0.37,0.37,29.19,14.78,325.0,226.0,965.0,976.0
2.43,0.37,27.13,14.78,330.5,226.5,962.0,967.0
0.41,0.41,29.38,14.89,325.0,227.0,965.0,974.0
0.41,0.41,29.38,14.89,325.0,227.0,965.0,974.0
0.25,0.25,28.48,14.37,325.0,227.0,965.0,974.0
0.22,0.22,28.33,14.28,299.0,228.0,968.0,978.0
0.22,0.22,28.33,14.28,291.0,228.0,964.0,968.0
0.24,0.24,28.4,14.32,291.0,228.0,964.0,968.0
0.24,0.24,28.4,14.32,302.5,228.0,968.0,978.0
0.21,0.21,28.26,14.24,303.0,228.0,968.0,978.0
0.2,0.2,28.2,14.2,250.0,233.0,969.0,976.0
0.2,0.2,28.2,14.2,250.0,233.0,969.0,976.0
2.2,0.2,26.22,14.21,238.0,231.0,965.0,968.0
0.35,0.35,29.05,14.7,238.0,231.0,965.0,968.0
